bill_number,session,title,status,primary_sponsors,intro_date,effective_date,chapter_num,companion,summary
A-5949,2024_2025,"Solar energy facilities, cert-inspect infrastructure for remote-access devices",ATU,"Sauickie, Alex",2025-07-24,,,,Requires owners or operators of certain solar energy facilities to inspect facility's infrastructure for presence of remote-access devices.
A-5950,2024_2025,Electric & gas public utilities-prohibit implementing certain customer charges,ATU,"Sauickie, Alex",2025-07-24,,,,Prohibits electric and gas public utilities from implementing certain customer charges.
A-5951,2024_2025,Early Childhood Educator Pay Equity Program-establish in DHS,AHU,"Speight, Shanique; Haider, Shama A.",2025-07-24,,,,Establishes Early Childhood Educator Pay Equity Program in DHS.
A-5952,2024_2025,Health Care for Child Care Program-establish; appropriate $10M,ACF,"Speight, Shanique; Haider, Shama A.",2025-07-24,,,,"Establishes ""Health Care for Child Care Program""; appropriates $10 million."
A-5953,2024_2025,Domestic abuse victims-expand eligibility under NJ earned income tax credit prog,AJU,"Speight, Shanique; Morales, Carmen Theresa",2025-07-24,,,S-2003,Expands eligibility under New Jersey earned income tax credit program to allow taxpayers who are victims of domestic abuse to claim credit with filing status of married filing separately.
A-5954,2024_2025,"Hair products, cert-bans carcinogens & cert toxicants, chemicals & compounds",ACO,"Speight, Shanique; Morales, Carmen Theresa",2025-07-24,,,S-4477,"Bans carcinogens, reproductive toxicants, flame resistant chemicals, and volatile organic compounds from certain hair products."
A-5955,2024_2025,"Medical graduates, international-establish provisional licensure",ARP,"Stanley, Sterley S.; Donlon, Margie",2025-07-24,,,S-4866,Establishes provisional licensure for international medical graduates.
A-5956,2024_2025,Law enforcement officers-prohibit wearing mask or disguise interacting w/ public,APS,"Reynolds-Jackson, Verlina; Collazos-Gill, Alixon; Rodriguez, Gabriel",2025-07-24,,,S-4988,Prohibits law enforcement officers from wearing mask or disguise while interacting with public.
A-5957,2024_2025,"Lending instit.-examine & rate, lending/investments/svcs prov to cert consumers",AFI,"Reynolds-Jackson, Verlina",2025-07-24,,,S-4694,"Requires Department of Banking and Insurance to examine and rate lending institutions with regards to lending, investments, and services provided to low- and moderate-income consumers."
A-5958,2024_2025,"Firearms, certain-authorize elected official and their chief of staff carry",ASL,"Auth, Robert; Myhre, Gregory E.",2025-07-24,,,S-4761,"Authorizes elected official and their chief of staff to carry certain firearms, subject to compliance with training requirements."
A-5959,2024_2025,Governor's annual budget message-report societal benf charge rev/expend included,2RA,"Bailey, David; Freiman, Roy; Abdelaziz, Al",2025-07-24,,,S-4719,Requires BPU to report societal benefits charge revenues and expenditures to  Governor and Legislature.*
A-5960,2024_2025,New Jersey-Delaware Territorial Boundary Adjustment Compact-enter,ASL,"Flynn, Victoria A.; Scharfenberger, Gerry",2025-07-24,,,S-4671,Enters NJ in New Jersey-Delaware Territorial Boundary Adjustment Compact.
A-5961,2024_2025,"Weston's Law-extend crime of human trafficking, include recruiting/coercing juv",AJU,"Fantasia, Dawn",2025-07-24,,,,"""Weston's Law""; extends crime of human trafficking to include recruiting or coercing juvenile to join gang or drug trafficking scheme."
A-5962,2024_2025,"Fentanyl-provide criminal & civil penalties, predatory marketing to minors",AJU,"Fantasia, Dawn",2025-07-24,,,,Provides criminal and civil penalties for predatory marketing of fentanyl to minors.
A-5963,2024_2025,"Real property, transfers valued over $1M-concerns the addl fees & taxes imposed",AHO,"Reynolds-Jackson, Verlina; Lopez, Yvonne; Murphy, Carol A.",2025-07-24,,,S-4728,Dedicates 50 percent of revenues collected from additional fees and taxes imposed on real property transfers valued over $1 million to Affordable Housing Trust Fund.
A-5964,2024_2025,"Firearms-compile & publicly report, permits to carry handgun & purchaser id card",APS,"Fantasia, Dawn; Auth, Robert",2025-07-24,,,S-4836,Requires Attorney General to compile and publicly report certain statistics pertaining to permits to carry for handguns and firearm purchaser identification cards.
A-5965,2024_2025,"Cosmetology & hairstyling-remove practical examination for licensure, cert prof",ARP,"Greenwald, Louis D.",2025-07-24,,,,Removes practical examination as requirement for licensure in certain professions regulated by New Jersey State Board of Cosmetology and Hairstyling.
A-5966,2024_2025,St. school aid & district budgets-modifies cert provisions in school funding law,AAP,"Coughlin, Craig J.; Stanley, Sterley S.; Reynolds-Jackson, Verlina",2025-07-24,,,S-4885,Requires Commissioner of Education to take certain action concerning preliminary State school aid notices and school district budgets and creates New Jersey Education Funding Portal; modifies certain provisions in school funding law.
A-5967,2024_2025,"Project labor agreements-enter into, cert local units for projects below $5M",SUB,"DeAngelo, Wayne P.; Verrelli, Anthony S.; Egan, Kevin P.",2025-11-13,,,S-4864,Permits certain local units to enter into project labor agreements for public works projects below the $5 million threshold.
A-5968,2024_2025,"Defendants who are victims of abuse, certain-concerns sentencing",SUB,"Lopez, Yvonne; Pintor Marin, Eliana; Park, Ellen J.",2025-11-13,,,S-4870,"Establishes new mitigating factor, reduced sentencing, and resentencing for certain defendants who are victims of abuse."
A-5969,2024_2025,"Defendants who are victims of abuse, certain-concerns expungement process",SUB,"Lopez, Yvonne; Pintor Marin, Eliana; Park, Ellen J.",2025-11-13,,,S-4871,Provides expungement process for certain defendants who are victims of abuse if conviction is substantially related to abuse.
A-5970,2024_2025,"Retirement accounts-prov income tax exclusion, distributions to charitable org",AFI,"Inganamort, Michael",2025-11-13,,,S-3780,Provides gross income tax exclusion for distributions from individual retirement accounts to qualified charitable organizations.
A-5971,2024_2025,Sports wagering licensees-prohibit from offering micro bets; establish penalties,ATG,"Hutchison, Dan; Miller, Cody D.; Bailey, David",2025-11-13,,,S-4794,Prohibits sports wagering licensees from offering micro bets; establishes penalties.
A-5972,2024_2025,Behavioral health crisis system of care-estab telecommunication fee to support,AHE,"Murphy, Carol A.; Tucker, Cleopatra G.",2025-11-13,,,S-4502,Establishes telecommunication fee to support Statewide behavioral health crisis system of care.
A-5973,2024_2025,Military installations in NJ-req Rutgers University study economic impact;$155K,AMV,"Dunn, Aura K.",2025-11-13,,,S-4629,"Requires Rutgers University study economic impact of military installations in NJ; appropriates $155,000."
A-5974,2024_2025,School district accountability-concerns reporting,AED,"Dunn, Aura K.",2025-11-13,,,,Requires reporting on post-secondary placement in registered apprenticeships and enlistment in military services as part of school district accountability measure.
A-5975,2024_2025,Agroterrorism-establish crime,ACE,"Sauickie, Alex",2025-11-13,,,,Establishes crime of agroterrorism.
A-5976,2024_2025,"Environmental infrastructure projects-amend lists, eligible to receive loans",SUB,"Abdelaziz, Al",2025-12-04,,,S-4797,Amends lists of projects eligible to receive loans for environmental infrastructure projects from NJ Infrastructure Bank for FY2026.
A-5977,2024_2025,Environmental infrastructure projects-amend lists approved for long-term funding,SUB,"Miller, Cody D.",2025-12-04,,,S-4796,Amends lists of environmental infrastructure projects approved for long-term funding by DEP under FY2026 environmental infrastructure funding program.
A-5978,2024_2025,"Real estate salesperson or broker-saleperson-clarifies current law, comm paid",APP,"Stanley, Sterley S.; Calabrese, Clinton; Collazos-Gill, Alixon",2025-11-17,2026-01-12,271.0,S-4889,Clarifies current law addressing commissions paid to limited liability companies formed by real estate salespersons or broker-salespersons.
A-5979,2024_2025,"Noncitizen teachers, certain-permit to be eligible for tenure",AED,"Stanley, Sterley S.",2025-11-17,,,S-4986,Permits certain noncitizen teachers to be eligible for tenure.
A-5980,2024_2025,"Citizen's Fund Act-conveyance of cert assests to trust fd, public benefit plans",AAP,"DeAngelo, Wayne P.",2025-11-17,,,S-4875,"""Citizen's Fund Act""; establishes trust fund for conveyance of certain public entity assets, as permitted, for interest of public benefit plans."
A-5981,2024_2025,Disabled veterans' property tax exemption-expand eligibility,AMV,"DeAngelo, Wayne P.",2025-11-17,,,S-4799,Expands eligibility for disabled veterans' property tax exemption to include certain individuals with close personal relationship to deceased veteran.
A-5982,2024_2025,"Business personal property, local exchange telephone companies-local taxation",AST,"DeAngelo, Wayne P.",2025-11-17,,,S-1535,Concerns local taxation of business personal property of local exchange telephone companies.
A-5983,2024_2025,Division of State Police Internet Crimes Against Children Unit-suppl approp;$3M,SUB,"DeAngelo, Wayne P.; Drulis, Mitchelle; Stanley, Sterley S.",2025-11-17,,,S-4879,Makes supplemental appropriation of $3 million to NJ Division of State Police Internet Crimes Against Children Unit.
A-5984,2024_2025,"Restaurant reservation-ban unauthorized arrangement, third-party reservation svc",ACO,"Sampson, William B.",2025-11-17,,,S-4945,Bans unauthorized restaurant reservation arrangement by third-party reservation service.
A-5985,2024_2025,"Campus police officers, cert-grant benefits, officers enrolled in PERS",ASL,"Abdelaziz, Al",2025-11-17,,,,Grants law enforcement officer benefits to certain campus police officers enrolled in PERS.
A-5986,2024_2025,Bulk sale notifications-permit purchasers to submit online,ACE,"Abdelaziz, Al",2025-11-17,,,,Permits purchasers to submit bulk sale notifications online; requires establishment of electronic system for bulk sale notifications.
A-5987,2024_2025,"Community Resources funding, certain-reassign distribution",APP,"Peterpaul, Luanne M.; Gopal, Vin",2025-11-17,,391.0,S-4860,Amends Fiscal Year 2026 annual appropriations act to reassign and clarify distribution of certain funds.*
A-5988,2024_2025,Community College Opportunity Grant-make supplemental appropriation;$1.2M,AHI,"Peterpaul, Luanne M.; Speight, Shanique; Venezia, Michael",2025-11-17,,,S-4862,Makes supplemental appropriation of $1.2 million for Community College Opportunity Grant.
A-5989,2024_2025,Commission on Latino & Hispanic Heritage-revise cert membership requirements,SUB,"Lopez, Yvonne",2025-11-17,,,S-4809,Revises certain membership requirements of Commission on Latino and Hispanic Heritage.
A-5990,2024_2025,Incentive compensation & online program management companies-concerns,AHI,"Carter, Linda S.; Reynolds-Jackson, Verlina",2025-11-17,,,S-4818,Concerns incentive compensation and contracts between online program management companies and institutions of higher education and certain proprietary institutions.
A-5991,2024_2025,"Online flood, rainfall, river level, and sewer capacity dashboard-establish",AST,"Tully, Chris",2025-11-17,,,,"Requires DEP to establish online flood, rainfall, river level, and sewer capacity dashboard."
A-5992,2024_2025,Smart Stormwater Sensor Pilot Program-establish in DEP;$1M,AST,"Tully, Chris",2025-11-17,,,,"Establishes ""Smart Stormwater Sensor Pilot Program"" in DEP; appropriates $1 million."
A-5993,2024_2025,Flood and severe weather conditions-establish hyperlocal text alert system,AST,"Tully, Chris",2025-11-17,,,,Requires State Office of Emergency Management to establish hyperlocal text alert system for flood and severe weather conditions.
