bill_number,session_year,session_type,action_date,action,order
SB124,2024,RS,2024-01-23,introduced in Senate,1
SB124,2024,RS,2024-01-23,to Committee on Committees (S),2
SB124,2024,RS,2024-01-26,to Health Services (S),3
SB126,2024,RS,2024-01-23,introduced in Senate,1
SB126,2024,RS,2024-01-23,to Committee on Committees (S),2
SB126,2024,RS,2024-01-25,to State & Local Government (S),3
SB126,2024,RS,2024-02-14,"reported favorably, 1st reading, to Calendar",4
SB126,2024,RS,2024-02-15,"2nd reading, to Rules",5
SB126,2024,RS,2024-02-15,"posted for passage in the Regular Orders of the Day for Wednesday, February 21, 2024",6
SB126,2024,RS,2024-02-21,"3rd reading, passed 34-2-1",7
SB126,2024,RS,2024-02-22,received in House,8
SB126,2024,RS,2024-02-22,to Committee on Committees (H),9
SB126,2024,RS,2024-03-07,"to Elections, Const. Amendments & Intergovernmental Affairs (H)",10
SB127,2024,RS,2024-01-23,introduced in Senate,1
SB127,2024,RS,2024-01-23,to Committee on Committees (S),2
SB127,2024,RS,2024-01-25,"to Economic Development, Tourism, & Labor (S)",3
SB127,2024,RS,2024-02-01,"reported favorably, 1st reading, to Calendar",4
SB127,2024,RS,2024-02-02,"2nd reading, to Rules",5
SB127,2024,RS,2024-02-05,"posted for passage in the Regular Orders of the Day for Wednesday, February 07, 2024",6
SB127,2024,RS,2024-02-07,"3rd reading, passed 37-0",7
SB127,2024,RS,2024-02-07,received in House,8
SB127,2024,RS,2024-02-07,to Committee on Committees (H),9
SB127,2024,RS,2024-02-13,to Appropriations & Revenue (H),10
SB127,2024,RS,2024-03-12,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",11
SB127,2024,RS,2024-03-13,"2nd reading, to Rules",12
SB127,2024,RS,2024-03-21,"posted for passage in the Regular Orders of the Day for Friday, March 22, 2024",13
SB127,2024,RS,2024-03-22,"3rd reading, passed 94-0 with Committee Substitute (1)",14
SB127,2024,RS,2024-03-25,received in Senate,15
SB127,2024,RS,2024-03-25,to Rules (S),16
SB127,2024,RS,2024-03-26,posted for passage for concurrence in House Committee Substitute (1),17
SB127,2024,RS,2024-03-27,Senate refused to concur in House Committee Substitute (1),18
SB127,2024,RS,2024-03-27,received in House,19
SB127,2024,RS,2024-03-27,to Rules (H),20
SB127,2024,RS,2024-03-27,posted for passage for receding from House Committee Substitute (1),21
SB127,2024,RS,2024-03-27,House refused to recede from Committee Substitute (1),22
SB127,2024,RS,2024-03-27,Conference Committee appointed in House,23
SB127,2024,RS,2024-03-28,Conference Committee appointed in Senate,24
SB127,2024,RS,2024-03-28,Conference Committee report filed in House and Senate,25
SB127,2024,RS,2024-03-28,Conference Committee report adopted in House and Senate,26
SB127,2024,RS,2024-03-28,posted for passage for consideration of Conference,27
SB127,2024,RS,2024-03-28,Conference Committee report adopted in House,28
SB127,2024,RS,2024-03-28,passed 95-0 with Conference Committee Report (1),29
SB127,2024,RS,2024-03-28,received in Senate,30
SB127,2024,RS,2024-03-28,to Rules (S),31
SB127,2024,RS,2024-03-28,taken from Rules,32
SB127,2024,RS,2024-03-28,posted for passage for consideration of Conference  Committee Report (1),33
SB127,2024,RS,2024-03-28,Conference Committee report adopted in Senate,34
SB127,2024,RS,2024-03-28,passed 37-0 with Conference Committee Report (1),35
SB127,2024,RS,2024-03-28,"enrolled, signed by President of the Senate",36
SB127,2024,RS,2024-03-28,"enrolled, signed by Speaker of the House",37
SB127,2024,RS,2024-03-28,delivered to Governor,38
SB127,2024,RS,2024-04-05,signed by Governor (Acts Ch. 109),39
SB128,2024,RS,2024-01-23,introduced in Senate,1
SB128,2024,RS,2024-01-23,to Committee on Committees (S),2
SB128,2024,RS,2024-01-25,"to Economic Development, Tourism, & Labor (S)",3
SB128,2024,RS,2024-03-07,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
SB128,2024,RS,2024-03-08,"2nd reading, to Rules",5
SB128,2024,RS,2024-03-08,floor amendment (1) filed to Committee Substitute,6
SB128,2024,RS,2024-03-08,"posted for passage in the Regular Orders of the Day for Monday, March 11, 2024",7
SB128,2024,RS,2024-03-11,"3rd reading, passed 33-2 with Committee Substitute (1) and  Floor Amendment (1)",8
SB128,2024,RS,2024-03-12,received in House,9
SB128,2024,RS,2024-03-12,to Committee on Committees (H),10
SB128,2024,RS,2024-03-15,to Economic Development & Workforce Investment (H),11
SB128,2024,RS,2024-03-21,"reported favorably, 1st reading, to Calendar",12
SB128,2024,RS,2024-03-22,"2nd reading, to Rules",13
SB128,2024,RS,2024-03-26,"posted for passage in the Regular Orders of the Day for Wednesday, March 27, 2024",14
SB128,2024,RS,2024-03-27,"3rd reading, passed 92-1",15
SB128,2024,RS,2024-03-27,received in Senate,16
SB128,2024,RS,2024-03-27,"enrolled, signed by President of the Senate",17
SB128,2024,RS,2024-03-27,"enrolled, signed by Speaker of the House",18
SB128,2024,RS,2024-03-27,delivered to Governor,19
SB128,2024,RS,2024-04-05,filed without Governor's signature with the Secretary of State,20
SB128,2024,RS,2024-04-09,became law without Governor's Signature (Acts Ch. 119),21
SB129,2024,RS,2024-01-23,introduced in Senate,1
SB129,2024,RS,2024-01-23,to Committee on Committees (S),2
SB129,2024,RS,2024-01-25,to Appropriations & Revenue (S),3
SR90,2024,RS,2024-01-23,introduced in Senate,1
SR90,2024,RS,2024-01-23,to Committee on Committees (S),2
SR90,2024,RS,2024-01-23,adopted by voice vote,3
SR91,2024,RS,2024-01-23,introduced in Senate,1
SR91,2024,RS,2024-01-23,to Committee on Committees (S),2
SR91,2024,RS,2024-01-24,adopted by voice vote,3
SR92,2024,RS,2024-01-23,introduced in Senate,1
SR92,2024,RS,2024-01-23,to Committee on Committees (S),2
SR92,2024,RS,2024-01-24,to Senate Floor,3
SR92,2024,RS,2024-01-24,adopted by voice vote,4
SR93,2024,RS,2024-01-23,introduced in Senate,1
SR93,2024,RS,2024-01-23,to Committee on Committees (S),2
SR93,2024,RS,2024-01-25,to Senate Floor,3
SR93,2024,RS,2024-03-05,adopted by voice vote,4
SR94,2024,RS,2024-01-23,introduced in Senate,1
SR94,2024,RS,2024-01-23,to Committee on Committees (S),2
SR94,2024,RS,2024-01-25,to Senate Floor,3
SR94,2024,RS,2024-02-01,adopted by voice vote,4
SR95,2024,RS,2024-01-23,introduced in Senate,1
SR95,2024,RS,2024-01-23,to Committee on Committees (S),2
SR95,2024,RS,2024-01-25,to Senate Floor,3
SR95,2024,RS,2024-04-15,adopted by voice vote,4
SR96,2024,RS,2024-01-23,introduced in Senate,1
SR96,2024,RS,2024-01-23,to Committee on Committees (S),2
SR96,2024,RS,2024-01-25,to Senate Floor,3
SR96,2024,RS,2024-03-13,adopted by voice vote,4
HB318,2024,RS,2024-01-22,introduced in House,1
HB318,2024,RS,2024-01-22,to Committee on Committees (H),2
HB318,2024,RS,2024-01-30,to Banking & Insurance (H),3
HB318,2024,RS,2024-03-11,taken from Banking & Insurance (H),4
HB318,2024,RS,2024-03-11,1st reading,5
HB318,2024,RS,2024-03-11,returned to Banking & Insurance (H),6
HB318,2024,RS,2024-03-12,taken from Banking & Insurance (H),7
HB318,2024,RS,2024-03-12,2nd reading,8
HB318,2024,RS,2024-03-12,returned to Banking & Insurance (H),9
HB319,2024,RS,2024-01-22,introduced in House,1
HB319,2024,RS,2024-01-22,to Committee on Committees (H),2
HB319,2024,RS,2024-02-15,to Appropriations & Revenue (H),3
HB319,2024,RS,2024-02-27,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
HB319,2024,RS,2024-02-28,"2nd reading, to Rules",5
HB319,2024,RS,2024-02-28,"posted for passage in the Regular Orders of the Day for Thursday, February 29, 2024",6
HB319,2024,RS,2024-02-29,"3rd reading, passed 98-0 with Committee Substitute (1)",7
HB319,2024,RS,2024-03-01,received in Senate,8
HB319,2024,RS,2024-03-01,to Committee on Committees (S),9
HB319,2024,RS,2024-03-04,to Appropriations & Revenue (S),10
HB319,2024,RS,2024-03-28,taken from Appropriations & Revenue (S),11
HB319,2024,RS,2024-03-28,1st reading,12
HB319,2024,RS,2024-03-28,returned to Appropriations & Revenue (S),13
HB319,2024,RS,2024-04-12,taken from Appropriations & Revenue (S),14
HB319,2024,RS,2024-04-12,2nd reading,15
HB319,2024,RS,2024-04-12,returned to Appropriations & Revenue (S),16
HB320,2024,RS,2024-01-22,introduced in House,1
HB320,2024,RS,2024-01-22,to Committee on Committees (H),2
HB320,2024,RS,2024-02-16,to Judiciary (H),3
HB320,2024,RS,2024-02-28,"reported favorably, 1st reading, to Calendar with Committee Substitute (1) and Committee Amendment (1-title)",4
HB320,2024,RS,2024-02-29,"2nd reading, to Rules",5
HB320,2024,RS,2024-03-04,"posted for passage in the Regular Orders of the Day for Tuesday, March 05, 2024",6
HB320,2024,RS,2024-03-04,floor amendment (1) filed to Committee Substitute,7
HB320,2024,RS,2024-03-05,"3rd reading, passed 76-19 with Committee Substitute (1),  Floor Amendment (1) and  Committee Amendment (1-title)",8
HB320,2024,RS,2024-03-06,received in Senate,9
HB320,2024,RS,2024-03-06,to Committee on Committees (S),10
HB320,2024,RS,2024-03-08,"to Economic Development, Tourism, & Labor (S)",11
HB320,2024,RS,2024-03-21,"reported favorably, 1st reading, to Consent Calendar",12
HB320,2024,RS,2024-03-22,"2nd reading, to Rules as a consent bill",13
HB320,2024,RS,2024-03-25,"posted for passage in the Consent Orders of the Day for Tuesday, March 26, 2024",14
HB320,2024,RS,2024-03-25,floor amendment (1) filed,15
HB320,2024,RS,2024-03-26,floor amendment (2) filed,16
HB320,2024,RS,2024-03-26,"taken from the Consent Orders of the Day, placed in the Regular Orders of the Day",17
HB320,2024,RS,2024-03-26,passed over and retained in the Orders of the Day,18
HB320,2024,RS,2024-03-27,floor amendments (1) and (2) withdrawn,19
HB320,2024,RS,2024-03-27,3rd reading,20
HB320,2024,RS,2024-03-27,passed 29-7,21
HB320,2024,RS,2024-03-27,received in House,22
HB320,2024,RS,2024-03-27,"enrolled, signed by Speaker of the House",23
HB320,2024,RS,2024-03-28,"enrolled, signed by President of the Senate",24
HB320,2024,RS,2024-03-28,delivered to Governor,25
HB320,2024,RS,2024-04-05,filed without Governor's signature with the Secretary of State,26
HB320,2024,RS,2024-04-10,became law without Governor's Signature (Acts Ch. 157),27
HB321,2024,RS,2024-01-22,introduced in House,1
HB321,2024,RS,2024-01-22,to Committee on Committees (H),2
HB322,2024,RS,2024-01-22,introduced in House,1
HB322,2024,RS,2024-01-22,to Committee on Committees (H),2
HB323,2024,RS,2024-01-22,introduced in House,1
HB323,2024,RS,2024-01-22,to Committee on Committees (H),2
HB323,2024,RS,2024-01-26,to Local Government (H),3
HB323,2024,RS,2024-02-07,"reported favorably, 1st reading, to Calendar",4
HB323,2024,RS,2024-02-08,"2nd reading, to Rules",5
HB323,2024,RS,2024-02-15,"posted for passage in the Regular Orders of the Day for Friday, February 16, 2024",6
HB323,2024,RS,2024-02-16,"3rd reading, passed 85-0",7
HB323,2024,RS,2024-02-20,received in Senate,8
HB323,2024,RS,2024-02-20,to Committee on Committees (S),9
HB323,2024,RS,2024-03-07,to Appropriations & Revenue (S),10
HB323,2024,RS,2024-03-21,"reported favorably, 1st reading, to Consent Calendar",11
HB323,2024,RS,2024-03-22,"2nd reading, to Rules as a consent bill",12
HB323,2024,RS,2024-03-25,"posted for passage in the Consent Orders of the Day for Tuesday, March 26, 2024",13
HB323,2024,RS,2024-03-26,passed over and retained in the Consent Orders of the Day,14
HB323,2024,RS,2024-03-27,passed over and retained in the Consent Orders of the Day,15
HB323,2024,RS,2024-03-28,"3rd reading, passed 38-0",16
HB323,2024,RS,2024-03-28,received in House,17
HB323,2024,RS,2024-03-28,"enrolled, signed by Speaker of the House",18
HB323,2024,RS,2024-03-28,"enrolled, signed by President of the Senate",19
HB323,2024,RS,2024-03-28,delivered to Governor,20
HB323,2024,RS,2024-04-09,signed by Governor (Acts Ch. 142),21
HB324,2024,RS,2024-01-22,introduced in House,1
HB324,2024,RS,2024-01-22,to Committee on Committees (H),2
HB324,2024,RS,2024-01-24,to Appropriations & Revenue (H),3
HB324,2024,RS,2024-02-27,"reported favorably, 1st reading, to Calendar",4
HB324,2024,RS,2024-02-28,"2nd reading, to Rules",5
HB324,2024,RS,2024-02-28,"posted for passage in the Regular Orders of the Day for Thursday, February 29, 2024",6
HB324,2024,RS,2024-02-29,"3rd reading, passed 98-0",7
HB324,2024,RS,2024-03-01,received in Senate,8
HB324,2024,RS,2024-03-01,to Committee on Committees (S),9
HB325,2024,RS,2024-01-22,introduced in House,1
HB325,2024,RS,2024-01-22,to Committee on Committees (H),2
HB326,2024,RS,2024-01-22,introduced in House,1
HB326,2024,RS,2024-01-22,to Committee on Committees (H),2
HB327,2024,RS,2024-01-22,introduced in House,1
HB327,2024,RS,2024-01-22,to Committee on Committees (H),2
HB328,2024,RS,2024-01-22,introduced in House,1
HB328,2024,RS,2024-01-22,to Committee on Committees (H),2
HB328,2024,RS,2024-02-12,"to Licensing, Occupations, & Administrative Regulations (H)",3
HB328,2024,RS,2024-02-21,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
HB328,2024,RS,2024-02-22,"2nd reading, to Rules",5
HB328,2024,RS,2024-03-06,"posted for passage in the Regular Orders of the Day for Thursday, March 07, 2024",6
HB328,2024,RS,2024-03-07,"3rd reading, passed 93-0 with Committee Substitute (1)",7
HB328,2024,RS,2024-03-08,received in Senate,8
HB328,2024,RS,2024-03-08,to Committee on Committees (S),9
HB329,2024,RS,2024-01-22,introduced in House,1
HB329,2024,RS,2024-01-22,to Committee on Committees (H),2
HB330,2024,RS,2024-01-22,introduced in House,1
HB330,2024,RS,2024-01-22,to Committee on Committees (H),2
HB331,2024,RS,2024-01-22,introduced in House,1
HB331,2024,RS,2024-01-22,to Committee on Committees (H),2
HB332,2024,RS,2024-01-22,introduced in House,1
HB332,2024,RS,2024-01-22,to Committee on Committees (H),2
HB333,2024,RS,2024-01-22,introduced in House,1
HB333,2024,RS,2024-01-22,to Committee on Committees (H),2
HB333,2024,RS,2024-01-30,to Judiciary (H),3
HB333,2024,RS,2024-02-07,"reported favorably, 1st reading, to Calendar",4
HB333,2024,RS,2024-02-08,"2nd reading, to Rules",5
HB333,2024,RS,2024-02-08,"posted for passage in the Regular Orders of the Day for Friday, February 09, 2024",6
HB333,2024,RS,2024-02-09,"3rd reading, passed 90-0",7
HB333,2024,RS,2024-02-12,received in Senate,8
HB333,2024,RS,2024-02-12,to Committee on Committees (S),9
HB333,2024,RS,2024-03-01,to Families & Children (S),10
HB333,2024,RS,2024-03-12,"reported favorably, 1st reading, to Consent Calendar",11
HB333,2024,RS,2024-03-13,"2nd reading, to Rules as a consent bill",12
HB333,2024,RS,2024-03-13,"posted for passage in the Consent Orders of the Day for Thursday, March 14, 2024",13
HB333,2024,RS,2024-03-14,passed over and retained in the Consent Orders of the Day,14
HB333,2024,RS,2024-03-15,passed over and retained in the Consent Orders of the Day,15
HB333,2024,RS,2024-03-21,passed over and retained in the Consent Orders of the Day,16
HB333,2024,RS,2024-03-22,passed over and retained in the Consent Orders of the Day,17
HB333,2024,RS,2024-03-25,passed over and retained in the Consent Orders of the Day,18
HB333,2024,RS,2024-03-26,passed over and retained in the Consent Orders of the Day,19
HB333,2024,RS,2024-03-27,passed over and retained in the Consent Orders of the Day,20
HB333,2024,RS,2024-03-28,"3rd reading, passed 38-0",21
HB333,2024,RS,2024-03-28,received in House,22
HB333,2024,RS,2024-03-28,"enrolled, signed by Speaker of the House",23
HB333,2024,RS,2024-03-28,"enrolled, signed by President of the Senate",24
HB333,2024,RS,2024-03-28,delivered to Governor,25
HB333,2024,RS,2024-04-09,signed by Governor (Acts Ch. 141),26
HB334,2024,RS,2024-01-22,introduced in House,1
HB334,2024,RS,2024-01-22,to Committee on Committees (H),2
HB335,2024,RS,2024-01-22,introduced in House,1
HB335,2024,RS,2024-01-22,to Committee on Committees (H),2
HB335,2024,RS,2024-03-05,to Agriculture (H),3
HB335,2024,RS,2024-03-11,taken from Agriculture (H),4
HB335,2024,RS,2024-03-11,1st reading,5
HB335,2024,RS,2024-03-11,returned to Agriculture (H),6
HB335,2024,RS,2024-03-12,taken from Agriculture (H),7
HB335,2024,RS,2024-03-12,2nd reading,8
HB335,2024,RS,2024-03-12,returned to Agriculture (H),9
HB335,2024,RS,2024-03-13,"reported favorably, to Rules with Committee Substitute (1) and Committee Amendment (1-title)",10
HB335,2024,RS,2024-03-14,"posted for passage in the Regular Orders of the Day for Friday, March 15, 2024",11
HB335,2024,RS,2024-03-21,"3rd reading, passed 98-0 with Committee Substitute (1) and  Committee Amendment (1-title)",12
HB335,2024,RS,2024-03-22,received in Senate,13
HB335,2024,RS,2024-03-22,to Committee on Committees (S),14
HB335,2024,RS,2024-03-25,to Agriculture (S),15
HB335,2024,RS,2024-03-26,"reported favorably, 1st reading, to Consent Calendar",16
HB335,2024,RS,2024-03-27,"2nd reading, to Rules as a consent bill",17
HB335,2024,RS,2024-03-27,"posted for passage in the Consent Orders of the Day for Thursday, March 28, 2024",18
HB335,2024,RS,2024-03-28,"3rd reading, passed 37-1",19
HB335,2024,RS,2024-03-28,received in House,20
HB335,2024,RS,2024-03-28,"enrolled, signed by Speaker of the House",21
HB335,2024,RS,2024-03-28,"enrolled, signed by President of the Senate",22
HB335,2024,RS,2024-03-28,delivered to Governor,23
HB335,2024,RS,2024-04-09,signed by Governor (Acts Ch. 140),24
HB336,2024,RS,2024-01-22,introduced in House,1
HB336,2024,RS,2024-01-22,to Committee on Committees (H),2
