bill_number,session_year,session_type,title,sponsors,summary,bill_url
SB147,2023,RS,AN ACT relating to creation of the Office of Safer Communities in the Department for Public Health and making an appropriation therefor.,D. Yates,"Amend KRS 194A.030 to place the Office of Safer Communities under the oversight of the Department for Public Health; create a new section of KRS Chapter 194A to establish the Office of Safer Communities; appropriate $3,000,000 in fiscal year 2023-2024 to fund the office; APPROPRIATION.",https://apps.legislature.ky.gov/record/23rs/SB147.html
SB148,2023,RS,AN ACT establishing the Government Teleworking Task Force.,J. Turner; P. Wheeler; L. Tichenor,"Create a new section of KRS Chapter 61 to prohibit employees of public agencies and the Administrative Office of the Courts from engaging in telework unless the Governor declares an emergency; define ""public agency"" and ""telework""; exempt certain agencies and professions; exempt employees whose primary job responsibilities require them to be away from their primary work station at least 50 percent of the time.",https://apps.legislature.ky.gov/record/23rs/SB148.html
SB149,2023,RS,AN ACT relating to patient access to pharmacy benefits.,D. Douglas; M. Wilson,"Amend KRS 304.17A-164 to prohibit insurers, pharmacy benefit managers, and other administrators of pharmacy benefits from imposing certain requirements on health plan insureds; create a new section of Subtitle 17A of KRS Chapter 304 to establish prohibited practices for pharmacy benefit managers; create new sections of Subtitles 17C and 38A of KRS Chapter 304 to apply provisions of legislation to limited health service benefit plans, including limited health service contracts, and limited health service organizations; establish when legislation applies to health plans and contracts; provide that provisions of this Act shall be severable; EFFECTIVE, in part, January 1, 2024.",https://apps.legislature.ky.gov/record/23rs/SB149.html
SB151,2023,RS,AN ACT relating to medical assistance payments.,G. Williams,Amend KRS 205.634 to remove restriction on medical assistance payments to out-of-state health facilities or health services.,https://apps.legislature.ky.gov/record/23rs/SB151.html
SJR89,2023,RS,A JOINT RESOLUTION designating the Colonel Vermont Garrison Memorial Highway.,R. Girdler,Direct the Transportation Cabinet to designate a portion of KY Route 192 in Pulaski County in memory of Colonel Vermont Garrison and direct the cabinet to install appropriate signage.,https://apps.legislature.ky.gov/record/23rs/SJR89.html
SR88,2023,RS,A RESOLUTION recognizing April 2023 as Organ Donor Month.,J. Howell; L. Tichenor,Recognize April 2023 as Organ Donor Month.,https://apps.legislature.ky.gov/record/23rs/SR88.html
SR90,2023,RS,A RESOLUTION adjourning the Senate in honor and loving memory of Mrs. Sydney Anne Logan.,J. Howell,Adjourn in honor and loving memory of Mrs. Sydney Anne Logan.,https://apps.legislature.ky.gov/record/23rs/SR90.html
HB253,2023,RS,AN ACT relating to the posting of veterans' benefits and services.,B. McCool; R. Roarx,Create a new section of KRS Chapter 337 to require the Kentucky Department of Veterans' Affairs to create and distribute a veterans' benefits and services document to employers and require employers to keep copies of a veterans' benefits and services document in a conspicuous and accessible place.,https://apps.legislature.ky.gov/record/23rs/HB253.html
HB254,2023,RS,AN ACT relating to public contracts.,J. Bray; DJ Johnson,"Create a new section of KRS Chapter 45A to prohibit a governmental body from entering into contracts valued at or above $100,000 with a company that has ten or more employees and discriminates against firearm entities or firearm trade associations; set forth what does and does not constitute discrimination; exempt sole proprietorships.",https://apps.legislature.ky.gov/record/23rs/HB254.html
HB255,2023,RS,AN ACT relating to resources for local development.,T. Smith,"Create a new section of KRS Chapter 65 to define ""county""; grant any city or county the right to levy a restaurant tax not to exceed three percent of retail sales; require the revenue to be distributed between the tourist convention commission and taxing jurisdiction; specify uses; exempt restaurants subject to the restaurant tax from certain occupational license fees; mandate first-time tax rate levies and rate changes take effect at the beginning of a calendar month; amend 91A.400 to sunset the levy of a restaurant tax under this section; require distribution of at least 25 percent of revenues generated to the tourist and convention commission; specify uses; exempt restaurants subject to the tax from certain local occupational license fees; amend KRS 67.938, 91A.390, 91.200, 92.281, and 92.300 to conform; EFFECTIVE January 1, 2024.",https://apps.legislature.ky.gov/record/23rs/HB255.html
HB256,2023,RS,,T. Smith,,https://apps.legislature.ky.gov/record/23rs/HB256.html
HB257,2023,RS,"AN ACT relating to donations made to the Commonwealth, making an appropriation therefor, and declaring an emergency.",J. Petrie; B. Reed,Create a new section of KRS Chapter 45 to establish the Kentucky contribution trust fund and require reporting of deposits to and expenditures from the fund; amend KRS 12.270 to conform; EMERGENCY.,https://apps.legislature.ky.gov/record/23rs/HB257.html
HB258,2023,RS,AN ACT relating to reports submitted to the Interim Joint Committee on Appropriations and Revenue.,S. McPherson; J. Petrie; B. Reed,"Amend various sections of the Kentucky Revised Statutes to modify reporting requirements for various state agencies to the Interim Joint Committee on Appropriations and Revenue; repeal KRS 342.231, and 176.5066, relating to reports.",https://apps.legislature.ky.gov/record/23rs/HB258.html
HB259,2023,RS,AN ACT relating to budget requirements.,J. Petrie; B. Reed; D. Osborne,"Amend KRS 48.020 to remove the requirement that the branch budget recommendation be certified together with the budget statements; amend KRS 48.040 and 48.050 to require the certain budget documents to be submitted on or before October 1 of each odd-numbered year; amend KRS 48.110 to require each branch budget recommendation and all supporting documentation to be submitted in a form and format cooperatively developed by each respective branch of government and the General Assembly and approved by the Legislative Research Commission; amend KRS 48.120 to require the Office of State Budget Director to submit official revenue estimates made by the consensus forecasting group by December 20 of each odd-numbered year; amend KRS 48.170 to allow the standing committees of each house and interim joint committees of the Legislative Research Commission to request additional information and require the information be submitted within 14 days of the request; amend KRS 48.300, 48.810, and 48.950 to conform.",https://apps.legislature.ky.gov/record/23rs/HB259.html
HB260,2023,RS,AN ACT proposing an amendment to Section 170 of the Constitution of Kentucky relating to property exempt from taxation.,M. Dossett; J. Raymond,"Propose to amend Section 170 of the Constitution of Kentucky to increase the homestead exemption to $60,000; require the homestead exemption amount to be indexed every two years; provide ballot language; submit to voters for ratification or rejection.",https://apps.legislature.ky.gov/record/23rs/HB260.html
