bill_id,session,chamber,action_date,action,order,journal_page
HB2094,2023_2024_RS,House,2023-04-25,"Vetoed by Governor; Returned to House on Monday, April 24, 2023",25,
HB2094,2023_2024_RS,House,2023-04-24,"Enrolled and presented to Governor on Friday, April 14, 2023",24,
HB2094,2023_2024_RS,House,2023-04-06,Conference Committee Report was adopted; Yea: 80 Nay: 42,23,
HB2094,2023_2024_RS,Senate,2023-04-06,Conference Committee Report was adopted; Yea: 26 Nay: 12,22,
HB2094,2023_2024_RS,Senate,2023-04-06,Conference committee report now available,21,
HB2094,2023_2024_RS,House,2023-04-05,"Conference Committee Report agree to disagree adopted; Representative Awerkamp, Representative Howell and Representative Meyer appointed as second conferees",20,
HB2094,2023_2024_RS,Senate,2023-04-05,"Conference Committee Report agree to disagree adopted; Senator Gossage, Senator Erickson and Senator Pettey appointed as second conferees",19,
HB2094,2023_2024_RS,Senate,2023-04-05,Conference committee report now available,18,
HB2094,2023_2024_RS,House,2023-04-05,"Representative Awerkamp, Representative Howell, and Representative Meyer are appointed to replace Representative Sutton, Representative Penn, and Representative Neighbor on the Conference Committee",17,
HB2094,2023_2024_RS,Senate,2023-04-05,"Senator Gossage, Senator Erickson, and Senator Pettey are appointed to replace Senator Longbine, Senator Fagg, and Senator Holscher on the Conference Committee",16,
HB2094,2023_2024_RS,Senate,2023-03-28,"Motion to accede adopted; Senator Longbine, Senator Fagg and Senator Holscher appointed as conferees",15,
HB2094,2023_2024_RS,House,2023-03-27,"Nonconcurred with amendments; Conference Committee requested; appointedRepresentative Sutton , Representative Penn and Representative Neighbor as conferees",14,
HB2094,2023_2024_RS,Senate,2023-03-23,Final Action - Passed as amended; Yea: 38 Nay: 0,13,
HB2094,2023_2024_RS,Senate,2023-03-22,Committee of the Whole - Be passed as amended,12,
HB2094,2023_2024_RS,Senate,2023-03-22,Committee of the Whole - Committee Report be adopted,11,
HB2094,2023_2024_RS,Senate,2023-03-15,Committee Report recommending bill be passed as amended byCommittee on Financial Institutions and Insurance,10,
HB2094,2023_2024_RS,Senate,2023-03-07,"Hearing: Tuesday, March 7, 2023, 9:30 AM Room 546-S",9,
HB2094,2023_2024_RS,Senate,2023-03-01,Referred toCommittee on Financial Institutions and Insurance,8,
HB2094,2023_2024_RS,Senate,2023-02-22,Received and Introduced,7,
HB2094,2023_2024_RS,House,2023-02-22,Final Action - Passed; Yea: 124 Nay: 0,6,
HB2094,2023_2024_RS,House,2023-02-21,Committee of the Whole - Be passed,5,
HB2094,2023_2024_RS,House,2023-02-16,Committee Report recommending bill be passed byCommittee on Insurance,4,
HB2094,2023_2024_RS,House,2023-02-06,"Hearing: Monday, February 6, 2023, 3:30 PM Room 218-N",3,
HB2094,2023_2024_RS,House,2023-01-19,Referred toCommittee on Insurance,2,
HB2094,2023_2024_RS,House,2023-01-19,Introduced,1,
HB2095,2023_2024_RS,House,2024-04-30,Died in Committee,3,
HB2095,2023_2024_RS,House,2023-01-19,Referred toCommittee on Insurance,2,91
HB2095,2023_2024_RS,House,2023-01-19,Introduced,1,85
HB2096,2023_2024_RS,House,2024-04-30,No motion to reconsider vetoed bill; Veto sustained,35,
HB2096,2023_2024_RS,House,2024-04-30,"Vetoed by Governor; Returned to House on Thursday, May 16, 2024",34,
HB2096,2023_2024_RS,House,2024-04-30,"Enrolled and presented to Governor on Tuesday, May 7, 2024",33,
HB2096,2023_2024_RS,House,2024-04-30,"Engrossed on Wednesday, May 1, 2024",32,
HB2096,2023_2024_RS,House,2024-04-30,Conference Committee Report was adopted; Yea: 91 Nay: 26,31,
HB2096,2023_2024_RS,House,2024-04-30,Motion to suspend Joint Rule 3(f) Distribution of CCR Copies passed,30,
HB2096,2023_2024_RS,Senate,2024-04-30,Conference committee report now available,29,
HB2096,2023_2024_RS,Senate,2024-04-30,Conference Committee Report was adopted; Yea: 23 Nay: 11,28,
HB2096,2023_2024_RS,House,2024-04-30,"Conference Committee Report agree to disagree adopted; Representative Smith, A., Representative Bergkamp and Representative Sawyer appointed as third conferees",27,
HB2096,2023_2024_RS,House,2024-04-30,Motion to suspend Joint Rule 4 (k) to allow consideration adopted;,26,
HB2096,2023_2024_RS,Senate,2024-04-30,"Conference Committee Report agree to disagree adopted; Senator Tyson, Senator Peck and Senator Holland appointed as third conferees",25,
HB2096,2023_2024_RS,Senate,2024-04-30,Conference committee report now available,24,
HB2096,2023_2024_RS,Senate,2024-04-26,"Motion to accede adopted; Senator Tyson, Senator Peck and Senator Holland appointed as second conferees",23,
HB2096,2023_2024_RS,Senate,2024-04-26,Motion to suspend Joint Rule 4 (k) to allow consideration adopted;,22,
HB2096,2023_2024_RS,House,2024-04-05,"Conference Committee Report not adopted; Representative Smith, A., Representative Bergkamp and Representative Sawyer appointed as second conferees",21,
HB2096,2023_2024_RS,Senate,2024-04-05,Conference Committee Report was adopted; Yea: 23 Nay: 14,20,
HB2096,2023_2024_RS,Senate,2024-04-05,Motion to adopt the Conference Committee Report. Substitute motion to not adopt and appoint a new conference failed. Yea: 19 Nay: 20,19,
HB2096,2023_2024_RS,Senate,2024-04-04,Conference committee report now available,18,
HB2096,2023_2024_RS,Senate,2024-04-03,"Senator Tyson, Senator Peck, and Senator Holland are appointed to replace Senator Longbine, Senator Fagg, and Senator Holscher on the Conference Committee",17,
HB2096,2023_2024_RS,House,2024-04-03,"Representative Smith, A., Representative Bergkamp, and Representative Sawyer are appointed to replace Representative Sutton, Representative Penn, and Representative Neighbor on the Conference Committee",16,
HB2096,2023_2024_RS,Senate,2023-03-28,"Motion to accede adopted; Senator Longbine, Senator Fagg and Senator Holscher appointed as conferees",15,
HB2096,2023_2024_RS,House,2023-03-27,"Nonconcurred with amendments; Conference Committee requested; appointedRepresentative Sutton , Representative Penn and Representative Neighbor as conferees",14,
HB2096,2023_2024_RS,Senate,2023-03-27,Final Action - Passed as amended; Yea: 39 Nay: 0,13,
HB2096,2023_2024_RS,Senate,2023-03-23,Committee of the Whole - Be passed as amended,12,
HB2096,2023_2024_RS,Senate,2023-03-23,Committee of the Whole - Committee Report be adopted,11,
HB2096,2023_2024_RS,Senate,2023-03-15,Committee Report recommending bill be passed as amended byCommittee on Financial Institutions and Insurance,10,
HB2096,2023_2024_RS,Senate,2023-03-01,"Hearing: Wednesday, March 1, 2023, 9:30 AM Room 546-S",9,
HB2096,2023_2024_RS,Senate,2023-02-20,Referred toCommittee on Financial Institutions and Insurance,8,
HB2096,2023_2024_RS,Senate,2023-02-17,Received and Introduced,7,
HB2096,2023_2024_RS,House,2023-02-16,Emergency Final Action - Passed; Yea: 121 Nay: 0,6,
HB2096,2023_2024_RS,House,2023-02-16,Committee of the Whole - Be passed,5,
HB2096,2023_2024_RS,House,2023-02-09,Committee Report recommending bill be passed byCommittee on Insurance,4,
HB2096,2023_2024_RS,House,2023-01-30,"Hearing: Monday, January 30, 2023, 3:30 PM Room 218-N",3,
HB2096,2023_2024_RS,House,2023-01-19,Referred toCommittee on Insurance,2,
HB2096,2023_2024_RS,House,2023-01-19,Introduced,1,
HB2097,2023_2024_RS,House,2024-04-30,No motion to reconsider vetoed bill; Veto sustained,26,
HB2097,2023_2024_RS,House,2024-04-30,"Vetoed by Governor; Returned to House on Thursday, May 16, 2024",25,
HB2097,2023_2024_RS,House,2024-04-30,"Enrolled and presented to Governor on Tuesday, May 7, 2024",24,
HB2097,2023_2024_RS,House,2024-04-30,"Engrossed on Monday, April 29, 2024",23,
HB2097,2023_2024_RS,House,2024-04-29,Conference Committee Report was adopted; Yea: 102 Nay: 22,22,
HB2097,2023_2024_RS,House,2024-04-29,Motion to suspend Joint Rule 4 (k) to allow consideration adopted;,21,
HB2097,2023_2024_RS,Senate,2024-04-26,Conference Committee Report was adopted; Yea: 32 Nay: 5,20,
HB2097,2023_2024_RS,Senate,2024-04-26,Motion to suspend Joint Rule 4 (k) to allow consideration adopted;,19,
HB2097,2023_2024_RS,Senate,2024-04-05,Conference committee report now available,18,
HB2097,2023_2024_RS,Senate,2024-04-04,"Senator Peck, Senator Claeys, and Senator Holland are appointed to replace Senator Longbine, Senator Fagg, and Senator Holscher on the Conference Committee",17,
HB2097,2023_2024_RS,House,2024-04-04,"Representative Smith, A., Representative Bergkamp, and Representative Sawyer are appointed to replace Representative Sutton, Representative Penn, and Representative Neighbor on the Conference Committee",16,
HB2097,2023_2024_RS,Senate,2023-03-28,"Motion to accede adopted; Senator Longbine, Senator Fagg and Senator Holscher appointed as conferees",15,
HB2097,2023_2024_RS,House,2023-03-27,"Nonconcurred with amendments; Conference Committee requested; appointedRepresentative Sutton , Representative Penn and Representative Neighbor as conferees",14,
HB2097,2023_2024_RS,Senate,2023-03-27,Final Action - Passed as amended; Yea: 39 Nay: 0,13,
HB2097,2023_2024_RS,Senate,2023-03-23,Committee of the Whole - Be passed as amended,12,
HB2097,2023_2024_RS,Senate,2023-03-23,Committee of the Whole - Committee Report be adopted,11,
HB2097,2023_2024_RS,Senate,2023-03-15,Committee Report recommending bill be passed as amended byCommittee on Financial Institutions and Insurance,10,
HB2097,2023_2024_RS,Senate,2023-03-07,"Hearing: Tuesday, March 7, 2023, 9:30 AM Room 546-S",9,
HB2097,2023_2024_RS,Senate,2023-03-01,Referred toCommittee on Financial Institutions and Insurance,8,
HB2097,2023_2024_RS,Senate,2023-02-22,Received and Introduced,7,
HB2097,2023_2024_RS,House,2023-02-22,Final Action - Passed; Yea: 117 Nay: 7,6,
HB2097,2023_2024_RS,House,2023-02-21,Committee of the Whole - Be passed,5,
HB2097,2023_2024_RS,House,2023-02-16,Committee Report recommending bill be passed byCommittee on Insurance,4,
HB2097,2023_2024_RS,House,2023-02-01,"Hearing: Wednesday, February 1, 2023, 3:30 PM Room 218-N",3,
HB2097,2023_2024_RS,House,2023-01-19,Referred toCommittee on Insurance,2,
HB2097,2023_2024_RS,House,2023-01-19,Introduced,1,
HB2098,2023_2024_RS,Senate,2024-04-30,Motion to override veto prevailed; Yea: 37 Nay: 0,25,
HB2098,2023_2024_RS,House,2024-04-26,Motion to override veto prevailed; Yea: 99 Nay: 20,24,
HB2098,2023_2024_RS,House,2024-04-25,"Engrossed on Tuesday, April 9, 2024",23,
HB2098,2023_2024_RS,House,2024-04-25,"Vetoed by Governor; Returned to House on Wednesday, April 24, 2024",22,
HB2098,2023_2024_RS,House,2024-04-25,"Enrolled and presented to Governor on Monday, April 15, 2024",21,
HB2098,2023_2024_RS,House,2024-04-05,Conference Committee Report was adopted; Yea: 102 Nay: 17,20,
HB2098,2023_2024_RS,Senate,2024-04-05,Conference Committee Report was adopted; Yea: 34 Nay: 1,19,
HB2098,2023_2024_RS,Senate,2024-04-05,Conference committee report now available,18,
HB2098,2023_2024_RS,Senate,2024-04-03,"Senator Tyson, Senator Peck, and Senator Holland are appointed to replace Senator Longbine, Senator Fagg, and Senator Holscher on the Conference Committee",17,
HB2098,2023_2024_RS,House,2024-04-03,"Representative Smith, A., Representative Bergkamp, and Representative Sawyer are appointed to replace Representative Sutton, Representative Penn, and Representative Neighbor on the Conference Committee",16,
HB2098,2023_2024_RS,Senate,2023-03-28,"Motion to accede adopted; Senator Longbine, Senator Fagg and Senator Holscher appointed as conferees",15,
HB2098,2023_2024_RS,House,2023-03-27,"Nonconcurred with amendments; Conference Committee requested; appointedRepresentative Sutton , Representative Penn and Representative Neighbor as conferees",14,
HB2098,2023_2024_RS,Senate,2023-03-27,Final Action - Passed as amended; Yea: 39 Nay: 0,13,
HB2098,2023_2024_RS,Senate,2023-03-23,Committee of the Whole - Be passed as amended,12,
HB2098,2023_2024_RS,Senate,2023-03-23,Committee of the Whole - Committee Report be adopted,11,
HB2098,2023_2024_RS,Senate,2023-03-15,Committee Report recommending bill be passed as amended byCommittee on Financial Institutions and Insurance,10,
HB2098,2023_2024_RS,Senate,2023-03-08,"Hearing: Wednesday, March 8, 2023, 9:30 AM Room 546-S",9,
HB2098,2023_2024_RS,Senate,2023-03-01,Referred toCommittee on Financial Institutions and Insurance,8,
HB2098,2023_2024_RS,Senate,2023-02-22,Received and Introduced,7,
HB2098,2023_2024_RS,House,2023-02-22,Final Action - Passed; Yea: 123 Nay: 1,6,
HB2098,2023_2024_RS,House,2023-02-21,Committee of the Whole - Be passed,5,
HB2098,2023_2024_RS,House,2023-02-16,Committee Report recommending bill be passed byCommittee on Insurance,4,
HB2098,2023_2024_RS,House,2023-02-01,"Hearing: Wednesday, February 1, 2023, 3:30 PM Room 218-N",3,
HB2098,2023_2024_RS,House,2023-01-19,Referred toCommittee on Insurance,2,
HB2098,2023_2024_RS,House,2023-01-19,Introduced,1,
HB2099,2023_2024_RS,House,2024-04-30,Died in Committee,3,
HB2099,2023_2024_RS,House,2023-01-19,Referred toCommittee on Insurance,2,91
HB2099,2023_2024_RS,House,2023-01-19,Introduced,1,85
HB2100,2023_2024_RS,House,2023-04-25,Will become law without Governor's signature,28,
HB2100,2023_2024_RS,House,2023-04-24,"Enrolled and presented to Governor on Friday, April 14, 2023",27,
HB2100,2023_2024_RS,House,2023-04-06,Conference Committee Report was adopted; Yea: 76 Nay: 47,26,
HB2100,2023_2024_RS,Senate,2023-04-06,Conference Committee Report was adopted; Yea: 27 Nay: 12,25,
HB2100,2023_2024_RS,Senate,2023-04-06,Motion to reconsider previous action. Motion carried by voice vote.,24,
HB2100,2023_2024_RS,Senate,2023-04-06,Conference Committee Report not adopted; Yea: 18 Nay: 20,23,
HB2100,2023_2024_RS,Senate,2023-04-06,Conference committee report now available,22,
HB2100,2023_2024_RS,House,2023-04-05,"Conference Committee Report agree to disagree adopted; Representative Hoheisel, Representative Clifford and Representative Xu appointed as second conferees",21,
HB2100,2023_2024_RS,Senate,2023-04-05,"Conference Committee Report agree to disagree adopted; Senator Thompson, Senator Kloos and Senator Holscher appointed as second conferees",20,
HB2100,2023_2024_RS,Senate,2023-04-05,Conference committee report now available,19,
HB2100,2023_2024_RS,Senate,2023-04-04,Senator Holscher is appointed to replace Senator Faust-Goudeau on the Conference Committee,18,
HB2100,2023_2024_RS,Senate,2023-04-04,"Senator Thompson, Senator Kloos, and Senator Faust-Goudeau are appointed to replace Senator Longbine, Senator Fagg, and Senator Holscher on the Conference Committee",17,
HB2100,2023_2024_RS,House,2023-04-03,"Representative Hoheisel, Representative Clifford, and Representative Xu are appointed to replace Representative Sutton, Representative Penn, and Representative Neighbor on the Conference Committee",16,
HB2100,2023_2024_RS,Senate,2023-03-28,"Motion to accede adopted; Senator Longbine, Senator Fagg and Senator Holscher appointed as conferees",15,
HB2100,2023_2024_RS,House,2023-03-27,"Nonconcurred with amendments; Conference Committee requested; appointedRepresentative Sutton , Representative Penn and Representative Neighbor as conferees",14,
HB2100,2023_2024_RS,Senate,2023-03-27,Final Action - Passed as amended; Yea: 39 Nay: 0,13,
HB2100,2023_2024_RS,Senate,2023-03-23,Committee of the Whole - Be passed as amended,12,
HB2100,2023_2024_RS,Senate,2023-03-23,Committee of the Whole - Committee Report be adopted,11,
HB2100,2023_2024_RS,Senate,2023-03-15,Committee Report recommending bill be passed as amended byCommittee on Financial Institutions and Insurance,10,
HB2100,2023_2024_RS,Senate,2023-03-01,"Hearing: Wednesday, March 1, 2023, 9:30 AM Room 546-S",9,
HB2100,2023_2024_RS,Senate,2023-02-20,Referred toCommittee on Financial Institutions and Insurance,8,
HB2100,2023_2024_RS,Senate,2023-02-17,Received and Introduced,7,
HB2100,2023_2024_RS,House,2023-02-16,Emergency Final Action - Passed; Yea: 121 Nay: 0,6,
HB2100,2023_2024_RS,House,2023-02-16,Committee of the Whole - Be passed,5,
HB2100,2023_2024_RS,House,2023-02-09,Committee Report recommending bill be passed byCommittee on Insurance,4,
HB2100,2023_2024_RS,House,2023-01-30,"Hearing: Monday, January 30, 2023, 3:30 PM Room 218-N",3,
HB2100,2023_2024_RS,House,2023-01-19,Referred toCommittee on Insurance,2,
HB2100,2023_2024_RS,House,2023-01-19,Introduced,1,
HB2101,2023_2024_RS,Senate,2024-04-30,Died on Senate Calendar,13,
HB2101,2023_2024_RS,Senate,2024-03-27,Committee Report recommending bill be passed as amended byCommittee on Financial Institutions and Insurance,12,
HB2101,2023_2024_RS,Senate,2024-03-12,"Hearing: Tuesday, March 12, 2024, 9:30 AM Room 546-S",11,
HB2101,2023_2024_RS,Senate,2024-02-29,Referred toCommittee on Financial Institutions and Insurance,10,
HB2101,2023_2024_RS,Senate,2024-02-28,Received and Introduced,9,
HB2101,2023_2024_RS,House,2024-02-28,"Engrossed on Monday, February 26, 2024",8,
HB2101,2023_2024_RS,House,2024-02-22,Emergency Final Action - Passed as amended; Yea: 118 Nay: 1,7,
HB2101,2023_2024_RS,House,2024-02-22,Committee of the Whole - Be passed as amended,6,
HB2101,2023_2024_RS,House,2024-02-22,Committee of the Whole - Committee Report be adopted,5,
HB2101,2023_2024_RS,House,2024-02-06,Committee Report recommending bill be passed as amended byCommittee on Financial Institutions and Pensions,4,
HB2101,2023_2024_RS,House,2024-01-29,"Hearing: Monday, January 29, 2024, 9:00 AM Room 582-N",3,
HB2101,2023_2024_RS,House,2023-01-19,Referred toCommittee on Financial Institutions and Pensions,2,
HB2101,2023_2024_RS,House,2023-01-19,Introduced,1,
HB2102,2023_2024_RS,House,2023-02-23,Stricken from Calendar by Rule 1507,5,
HB2102,2023_2024_RS,House,2023-02-16,Committee Report recommending bill be passed as amended byCommittee on Financial Institutions and Pensions,4,
