bill_number,session,session_type,chamber,action_date,action,journal_page,order
ajr0144,2023,RS,Asm.,2024-04-15,Representative Shelton added as a coauthor,839,4
ar0001,2023,RS,Asm.,2023-01-03,Introduced by Representatives Vos and August,6,1
ar0001,2023,RS,Asm.,2023-01-03,Privileged and read,6,2
ar0001,2023,RS,Asm.,2023-01-03,"Adopted, Ayes 99, Noes 0",6,3
ar0002,2023,RS,Asm.,2023-01-03,Introduced by Representatives Vos and August,6,1
ar0002,2023,RS,Asm.,2023-01-03,Privileged and read,6,2
ar0002,2023,RS,Asm.,2023-01-03,"Adopted, Ayes 99, Noes 0",6,3
ar0003,2023,RS,Asm.,2023-01-19,"Introduced by Representatives Dittrich, Shelton, Armstrong, Sinicki, Gundrum, Billings, Rozar, Cabrera, Subeck, Kitchens, Schraa, Conley, Mursau, Murphy, Drake, Stubbs, Snodgrass, Duchow and Shankland",18,1
ar0003,2023,RS,Asm.,2023-01-19,Read and referred to Committee on Rules,18,2
ar0003,2023,RS,Asm.,2023-02-10,Representative Madison added as a coauthor,33,3
ar0003,2023,RS,Asm.,2023-02-15,Representative Clancy added as a coauthor,40,4
ar0003,2023,RS,Asm.,2023-02-16,Representative Jacobson added as a coauthor,41,5
ar0003,2023,RS,Asm.,2023-03-08,Placed on calendar 3-14-2023 by Committee on Rules,,6
ar0003,2023,RS,Asm.,2023-03-14,Adopted,67,7
ar0004,2023,RS,Asm.,2023-02-07,Introduced by Representative Knodl,29,1
ar0004,2023,RS,Asm.,2023-02-07,Read and referred to Committee on Rules,29,2
ar0004,2023,RS,Asm.,2023-03-08,Placed on calendar 3-14-2023 by Committee on Rules,,3
ar0004,2023,RS,Asm.,2023-03-14,Adopted,67,4
ar0004,2023,RS,Asm.,2023-03-14,Representative O'Connor added as a coauthor,67,5
ar0005,2023,RS,Asm.,2023-03-06,"Introduced by Representatives Murphy, Schraa, Dittrich, Doyle, McGuire, O'Connor, Callahan, Donovan, Armstrong, Baldeh, Conley, Considine, Drake, Green, Joers, S. Johnson, Kitchens, Magnafici, Mursau, Oldenburg, Ortiz-Velez, Sinicki, Snyder, Spiros, Subeck, Jacobson, Haywood and Vos",54,1
ar0005,2023,RS,Asm.,2023-03-06,Read and referred to Committee on Rules,54,2
ar0005,2023,RS,Asm.,2023-03-08,Placed on calendar 3-14-2023 by Committee on Rules,,3
ar0005,2023,RS,Asm.,2023-03-10,Representative Knodl added as a coauthor,62,4
ar0005,2023,RS,Asm.,2023-03-14,Adopted,68,5
ar0006,2023,RS,Asm.,2023-03-06,Introduced by Representative Dittrich,54,1
ar0006,2023,RS,Asm.,2023-03-06,Read and referred to Committee on Rules,54,2
ar0006,2023,RS,Asm.,2023-03-08,Placed on calendar 3-14-2023 by Committee on Rules,,3
ar0006,2023,RS,Asm.,2023-03-14,Adopted,68,4
ar0007,2023,RS,Asm.,2023-03-08,"Introduced by Representatives Murphy, Vos, Schraa, Callahan, O'Connor, McGuire, Donovan, Dittrich and Doyle",56,1
ar0007,2023,RS,Asm.,2023-03-08,Read and referred to Committee on Rules,56,2
ar0007,2023,RS,Asm.,2023-03-08,Placed on calendar 3-14-2023 by Committee on Rules,,3
ar0007,2023,RS,Asm.,2023-03-14,Adopted,68,4
ar0008,2023,RS,Asm.,2023-04-28,"Introduced by Representatives Sinicki, Clancy, C. Anderson, J. Anderson, Andraca, Cabrera, Conley, Drake, Baldeh, Emerson, Joers, Madison, Moore Omokunde, Shelton, Subeck, Shankland and Ortiz-Velez",133,1
ar0008,2023,RS,Asm.,2023-04-28,Read and referred to Committee on Rules,133,2
ar0008,2023,RS,Asm.,2023-06-05,Representative Ratcliff added as a coauthor,171,3
ar0008,2023,RS,Asm.,2023-08-15,Representative Jacobson added as a coauthor,262,4
ar0008,2023,RS,Asm.,2024-04-15,Failed to adopt pursuant to Senate Joint Resolution 1,837,5
ar0009,2023,RS,Asm.,2023-04-28,"Introduced by Representatives Brandtjen, Knodl, Allen, Conley, Drake, Murphy, Penterman, Sinicki, Stubbs, Subeck and Vos",133,1
ar0009,2023,RS,Asm.,2023-04-28,Read and referred to Committee on Rules,133,2
ar0009,2023,RS,Asm.,2023-05-15,Referred to calendar of 5-17-2023 pursuant to Assembly Rule 45 (1),148,3
ar0009,2023,RS,Asm.,2023-05-17,Rules suspended to withdraw from calendar and take up,154,4
ar0009,2023,RS,Asm.,2023-05-17,Adopted,154,5
ar0009,2023,RS,Asm.,2023-06-12,Report correctly engrossed on 5-19-2023,348,6
ar0009,2023,RS,Asm.,2023-06-16,Deposited in the office of the Secretary of State on 6-16-2023,348,7
ar0010,2023,RS,Asm.,2023-05-08,"Introduced by Representatives Behnke, August, Binsfeld, Conley, Donovan, Drake, Macco, Murphy, Mursau, O'Connor, Penterman, Sortwell, Stubbs, Tittl, Tranel and Vos",141,1
ar0010,2023,RS,Asm.,2023-05-08,Read and referred to Committee on Rules,141,2
ar0010,2023,RS,Asm.,2023-09-07,Placed on calendar 9-12-2023 by Committee on Rules,,3
ar0010,2023,RS,Asm.,2023-09-12,Rules suspended to withdraw from calendar and take up,282,4
ar0010,2023,RS,Asm.,2023-09-12,Adopted,282,5
ar0010,2023,RS,Asm.,2023-09-13,Report correctly engrossed on 9-13-2023,300,6
ar0010,2023,RS,Asm.,2023-09-19,Deposited in the office of the Secretary of State on 9-19-2023,300,7
ar0011,2023,RS,Asm.,2023-05-12,"Introduced by Representatives Kurtz, Novak, Spiros, Conley, Murphy, Subeck and Ohnstad",147,1
ar0011,2023,RS,Asm.,2023-05-12,Read and referred to Committee on Rules,147,2
ar0011,2023,RS,Asm.,2023-06-01,Placed on calendar 6-7-2023 by Committee on Rules,,3
ar0011,2023,RS,Asm.,2023-06-07,Adopted,183,4
ar0011,2023,RS,Asm.,2023-06-12,Report correctly engrossed on 6-12-2023,207,5
ar0011,2023,RS,Asm.,2023-06-16,Deposited in the office of the Secretary of State on 6-16-2023,207,6
ar0012,2023,RS,Asm.,2023-05-25,"Introduced by Representatives Petryk, O'Connor, Emerson, Murphy and Subeck",160,1
ar0012,2023,RS,Asm.,2023-05-25,Read and referred to Committee on Rules,160,2
ar0012,2023,RS,Asm.,2023-09-07,Placed on calendar 9-12-2023 by Committee on Rules,,3
ar0012,2023,RS,Asm.,2023-09-12,Rules suspended to withdraw from calendar and take up,282,4
ar0012,2023,RS,Asm.,2023-09-12,Adopted,282,5
ar0012,2023,RS,Asm.,2023-09-13,Report correctly engrossed on 9-13-2023,300,6
ar0012,2023,RS,Asm.,2023-09-19,Deposited in the office of the Secretary of State on 9-19-2023,300,7
ar0013,2023,RS,Asm.,2023-06-01,"Introduced by Representatives Vos, Neubauer, Allen, Binsfeld, Duchow, O'Connor, Penterman, Plumer, Schmidt, Spiros, Rettinger, Tittl, Tranel, Baldeh, Ohnstad, Sinicki and Stubbs",166,1
ar0013,2023,RS,Asm.,2023-06-01,Read and referred to Committee on Rules,166,2
ar0013,2023,RS,Asm.,2023-06-01,Placed on calendar 6-7-2023 by Committee on Rules,,3
ar0013,2023,RS,Asm.,2023-06-06,Representatives Wichgers and Schraa added as coauthors,172,4
ar0013,2023,RS,Asm.,2023-06-07,Rules suspended to withdraw from calendar and take up,178,5
ar0013,2023,RS,Asm.,2023-06-07,Representative Wittke added as a coauthor,178,6
ar0013,2023,RS,Asm.,2023-06-07,Adopted,178,7
ar0013,2023,RS,Asm.,2023-06-12,Report correctly engrossed on 6-12-2023,207,8
ar0013,2023,RS,Asm.,2023-06-16,Deposited in the office of the Secretary of State on 6-16-2023,207,9
ar0014,2023,RS,Asm.,2023-08-24,"Introduced by Representatives Considine, Andraca, Bare, Conley, Emerson, Jacobson, Joers, Madison, Moore Omokunde, Myers, Ohnstad, Ortiz-Velez, Palmeri, Ratcliff, Shankland, Shelton, Sinicki, Stubbs, Vining and Clancy",261,1
ar0014,2023,RS,Asm.,2023-08-24,Read and referred to Committee on State Affairs,261,2
ar0014,2023,RS,Asm.,2024-04-15,Failed to adopt pursuant to Senate Joint Resolution 1,837,3
ar0015,2023,RS,Asm.,2023-09-06,"Introduced by Representatives Katsma, August, Baldeh, Binsfeld, Dittrich, Donovan, Goeben, Krug, Magnafici, Murphy, O'Connor, Ohnstad, Penterman, Rettinger, Sinicki, Spiros, Subeck, Tittl and Tranel",273,1
ar0015,2023,RS,Asm.,2023-09-06,Read and referred to Committee on Rules,273,2
ar0015,2023,RS,Asm.,2023-10-10,Referred to calendar of 10-12-2023 pursuant to Assembly Rule 45 (1),330,3
ar0015,2023,RS,Asm.,2023-10-12,Rules suspended to withdraw from calendar and take up,342,4
ar0015,2023,RS,Asm.,2023-10-12,Adopted,342,5
ar0015,2023,RS,Asm.,2023-10-16,Report correctly engrossed on 10-13-2023,348,6
ar0015,2023,RS,Asm.,2023-10-16,Deposited in the office of the Secretary of State on 10-16-2023,348,7
ar0016,2023,RS,Asm.,2023-09-11,Introduced by Representative Hurd,278,1
ar0016,2023,RS,Asm.,2023-09-11,Read and referred to Committee on Rules,278,2
ar0016,2023,RS,Asm.,2023-09-12,Placed on calendar 9-14-2023 by Committee on Rules,,3
ar0016,2023,RS,Asm.,2023-09-14,Adopted,292,4
ar0017,2023,RS,Asm.,2023-09-12,Introduced by Committee on Rules,284,1
ar0017,2023,RS,Asm.,2023-09-12,Privileged and read,284,2
ar0017,2023,RS,Asm.,2023-09-12,Adopted,284,3
ar0018,2023,RS,Asm.,2023-11-02,"Introduced by Representatives Brandtjen, Allen, Behnke, Bodden and Wichgers",407,1
ar0018,2023,RS,Asm.,2023-11-02,Read and referred to Committee on Government Accountability and Oversight,407,2
ar0018,2023,RS,Asm.,2024-01-17,Representative Steffen added as a coauthor,561,3
ar0018,2023,RS,Asm.,2024-04-15,Failed to adopt pursuant to Senate Joint Resolution 1,837,4
ar0019,2023,RS,Asm.,2023-11-07,"Introduced by Representatives Murphy, S. Johnson, Armstrong, Bodden, Brandtjen, Dittrich, Donovan, Goeben, Gundrum, Maxey, Michalski, O'Connor, Rettinger and Schraa",416,1
ar0019,2023,RS,Asm.,2023-11-07,Read and referred to Committee on Rules,416,2
ar0019,2023,RS,Asm.,2024-04-15,Failed to adopt pursuant to Senate Joint Resolution 1,837,3
ar0020,2023,RS,Asm.,2023-11-07,"Introduced by Representatives Murphy, S. Johnson, Bodden, Brandtjen, Dittrich, Donovan, Gundrum, Michalski, O'Connor, Rettinger and Schraa",416,1
ar0020,2023,RS,Asm.,2023-11-07,Read and referred to Committee on Rules,416,2
ar0020,2023,RS,Asm.,2024-04-15,Failed to adopt pursuant to Senate Joint Resolution 1,837,3
ar0021,2023,RS,Asm.,2023-11-08,"Introduced by Representatives Macco, August, Binsfeld, Dittrich, Goyke, Kitchens, Krug, Magnafici, Murphy, Mursau, Ohnstad, Penterman, Petryk, Sinicki, Sortwell, Spiros, Steffen, Tittl and Tranel",430,1
ar0021,2023,RS,Asm.,2023-11-08,Read and referred to Committee on Rules,430,2
ar0021,2023,RS,Asm.,2023-11-16,Representative Schraa added as a coauthor,477,3
ar0021,2023,RS,Asm.,2024-01-11,Placed on calendar 1-16-2024 by Committee on Rules,,4
ar0021,2023,RS,Asm.,2024-01-16,Rules suspended to withdraw from calendar and take up,553,5
ar0021,2023,RS,Asm.,2024-01-16,Adopted,553,6
ar0021,2023,RS,Asm.,2024-01-17,Report correctly engrossed on 1-17-2024,622,7
ar0021,2023,RS,Asm.,2024-02-01,Deposited in the office of the Secretary of State on 2-1-2024,622,8
ar0022,2023,RS,Asm.,2023-11-13,Introduced by Representative Krug,456,1
ar0022,2023,RS,Asm.,2023-11-13,Read and referred to Committee on Rules,456,2
ar0022,2023,RS,Asm.,2024-02-15,Placed on calendar 2-20-2024 by Committee on Rules,,3
ar0022,2023,RS,Asm.,2024-02-20,Rules suspended to withdraw from calendar and take up,717,4
ar0022,2023,RS,Asm.,2024-02-20,Adopted,717,5
ar0023,2023,RS,Asm.,2024-01-23,Introduced by Committee on Rules,585,1
ar0023,2023,RS,Asm.,2024-01-23,Privileged and read,585,2
ar0023,2023,RS,Asm.,2024-01-23,Adopted,585,3
ar0023,2023,RS,Asm.,2024-01-24,LRB correction,590,4
ar0024,2023,RS,Asm.,2024-01-26,"Introduced by Representatives Wichgers, Bodden, Allen and Brandtjen",609,1
ar0024,2023,RS,Asm.,2024-01-26,Read and referred to Committee on Government Accountability and Oversight,609,2
ar0024,2023,RS,Asm.,2024-04-15,Failed to adopt pursuant to Senate Joint Resolution 1,837,3
ar0025,2023,RS,Asm.,2024-02-07,"Introduced by Representatives Rozar, VanderMeer, Spiros, Baldeh, Joers, Krug, Murphy, O'Connor, Penterman and Sinicki",635,1
ar0025,2023,RS,Asm.,2024-02-07,Read and referred to Committee on Rules,635,2
ar0025,2023,RS,Asm.,2024-02-13,Placed on calendar 2-15-2024 by Committee on Rules,,3
ar0025,2023,RS,Asm.,2024-02-15,Rules suspended to withdraw from calendar and take up,691,4
ar0025,2023,RS,Asm.,2024-02-15,Adopted,691,5
ar0025,2023,RS,Asm.,2024-02-19,Report correctly engrossed on 2-19-2024,784,6
ar0025,2023,RS,Asm.,2024-02-26,Deposited in the office of the Secretary of State on 2-26-2024,784,7
ar0026,2023,RS,Asm.,2024-02-12,Introduced by Representative Petryk,650,1
ar0026,2023,RS,Asm.,2024-02-12,Read and referred to Committee on Rules,650,2
ar0026,2023,RS,Asm.,2024-02-20,Placed on calendar 2-22-2024 by Committee on Rules,,3
ar0026,2023,RS,Asm.,2024-02-21,Representative Penterman added as a coauthor,746,4
ar0026,2023,RS,Asm.,2024-02-22,Adopted,749,5
ar0027,2023,RS,Asm.,2024-02-20,"Introduced by Representatives Allen, Rettinger, O'Connor, Rozar, Schmidt and Penterman",710,1
ar0027,2023,RS,Asm.,2024-02-20,Read and referred to Committee on Rules,710,2
ar0027,2023,RS,Asm.,2024-04-15,Failed to adopt pursuant to Senate Joint Resolution 1,837,3
ar0028,2023,RS,Asm.,2024-02-20,Introduced by Committee on Rules,733,1
ar0028,2023,RS,Asm.,2024-02-20,Privileged and read,733,2
ar0028,2023,RS,Asm.,2024-02-20,Adopted,733,3
ar0029,2023,RS,Asm.,2024-02-20,Introduced by Committee on Rules,744,1
ar0029,2023,RS,Asm.,2024-02-20,Privileged and read,744,2
ar0029,2023,RS,Asm.,2024-02-20,Adopted,744,3
sb0001,2023,RS,Sen.,2023-01-27,"Introduced by Senators LeMahieu, Ballweg, Bradley, Cabral-Guevara, Feyen, James, Nass, Stroebel, Tomczyk, Hutton, Kapenga and Felzkowski; 
cosponsored by Representatives Brooks, Allen, Bodden, Brandtjen, Dittrich, Gundrum, Gustafson, Knodl, Magnafici, Murphy, Penterman, Rettinger, Rozar, Spiros, Tusler, Behnke, Schraa, Moses and Donovan",79,1
sb0001,2023,RS,Sen.,2023-01-27,Read first time and referred to Committee on Universities and Revenue,79,2
sb0001,2023,RS,Sen.,2023-02-13,Fiscal estimate received,,3
sb0001,2023,RS,Sen.,2023-04-21,Fiscal estimate received,,4
sb0001,2023,RS,Sen.,2023-04-25,Public hearing held,,5
sb0001,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,6
sb0002,2023,RS,Sen.,2023-01-27,"Introduced by Senators Stroebel, Testin, Jacque, Feyen, Hutton, James, Bradley, LeMahieu, Nass, Quinn, Tomczyk, Wanggaard, Wimberger and Cabral-Guevara; 
cosponsored by Representatives Knodl, Armstrong, Allen, Callahan, Dittrich, Donovan, Duchow, Edming, Goeben, Green, Gundrum, Gustafson, S. Johnson, Kitchens, Magnafici, Maxey, Moses, Murphy, Mursau, Nedweski, Neylon, Novak, O'Connor, Oldenburg, Penterman, Plumer, Rettinger, Rozar, Sapik, Schraa, Snyder, Sortwell, Steffen, Summerfield, Tittl, Tranel, Tusler, VanderMeer, Wichgers, Zimmerman, Brooks, Brandtjen, Bodden and Krug",79,1
sb0002,2023,RS,Sen.,2023-01-27,Read first time and referred to Committee on Universities and Revenue,79,2
sb0002,2023,RS,Sen.,2023-01-30,Representative Swearingen added as a cosponsor,83,3
sb0002,2023,RS,Sen.,2023-02-01,Representatives Binsfeld and Michalski added as cosponsors,87,4
sb0002,2023,RS,Sen.,2023-02-15,Fiscal estimate received,,5
sb0002,2023,RS,Sen.,2023-02-16,Senator Stafsholt added as a coauthor,112,6
sb0002,2023,RS,Sen.,2023-04-24,Senate Substitute Amendment 1 offered by Senator Stroebel,205,7
sb0002,2023,RS,Sen.,2023-04-24,LRB correction (Senate Substitute Amendment 1),205,8
sb0002,2023,RS,Sen.,2023-04-25,Public hearing held,,9
sb0002,2023,RS,Sen.,2023-04-27,Fiscal estimate received,,10
sb0002,2023,RS,Sen.,2023-05-01,Senate Amendment 1 to Senate Substitute Amendment 1 offered by Senator Stroebel,215,11
sb0002,2023,RS,Sen.,2023-05-08,Executive action taken,,12
sb0002,2023,RS,Sen.,2023-05-09,"Report adoption of Senate Amendment 1 to Senate Substitute Amendment 1 recommended by Committee on Universities and Revenue, Ayes 9, Noes 0",230,13
sb0002,2023,RS,Sen.,2023-05-09,"Report adoption of Senate Substitute Amendment 1 recommended by Committee on Universities and Revenue, Ayes 8, Noes 1",230,14
sb0002,2023,RS,Sen.,2023-05-09,"Report passage as amended recommended by Committee on Universities and Revenue, Ayes 7, Noes 2",230,15
sb0002,2023,RS,Sen.,2023-05-09,Available for scheduling,,16
sb0002,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,17
sb0003,2023,RS,Sen.,2023-01-27,Introduced by Joint Committee for Review of Administrative Rules,79,1
sb0003,2023,RS,Sen.,2023-01-27,Read first time and referred to Committee on Administrative Rules,80,2
sb0003,2023,RS,Sen.,2023-03-14,"Joint Committee for Review of Administrative Rules report received pursuant to s. 227.26(2)(g), Wisconsin Statutes",,3
sb0003,2023,RS,Sen.,2023-03-14,"Report without recommendation pursuant to s. 227.26 (2)(h), Wisconsin Statutes",138,4
sb0003,2023,RS,Sen.,2023-03-14,Available for scheduling,,5
sb0003,2023,RS,Sen.,2023-03-20,Fiscal estimate received,,6
sb0003,2023,RS,Sen.,2023-03-20,Placed on calendar 3-22-2023 pursuant to Senate Rule 18(1),147,7
sb0003,2023,RS,Sen.,2023-03-22,Read a second time,152,8
sb0003,2023,RS,Sen.,2023-03-22,Referred to committee on Administrative Rules,152,9
sb0003,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,10
sb0004,2023,RS,Sen.,2023-01-27,Introduced by Joint Committee for Review of Administrative Rules,80,1
sb0004,2023,RS,Sen.,2023-01-27,Read first time and referred to Committee on Administrative Rules,80,2
sb0004,2023,RS,Sen.,2023-03-14,"Joint Committee for Review of Administrative Rules report received pursuant to s. 227.26(2)(g), Wisconsin Statutes",,3
sb0004,2023,RS,Sen.,2023-03-14,"Report without recommendation pursuant to s. 227.26 (2)(h), Wisconsin Statutes",138,4
sb0004,2023,RS,Sen.,2023-03-14,Available for scheduling,,5
sb0004,2023,RS,Sen.,2023-03-20,Placed on calendar 3-22-2023 pursuant to Senate Rule 18(1),147,6
sb0004,2023,RS,Sen.,2023-03-22,Read a second time,152,7
sb0004,2023,RS,Sen.,2023-03-22,"Refused to amend the motion to refer to the committee on Administrative Rules to refer to the committee on Mental Health, Substance Abuse, Children and Families, Ayes 11, Noes 20",152,8
sb0004,2023,RS,Sen.,2023-03-22,"Referred to committee on Administrative Rules, Ayes 20, Noes 11",152,9
sb0004,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,10
sb0005,2023,RS,Sen.,2023-01-27,Introduced by Joint Committee for Review of Administrative Rules,80,1
sb0005,2023,RS,Sen.,2023-01-27,Read first time and referred to Committee on Administrative Rules,80,2
sb0005,2023,RS,Sen.,2023-03-14,"Joint Committee for Review of Administrative Rules report received pursuant to s. 227.26(2)(g), Wisconsin Statutes",,3
sb0005,2023,RS,Sen.,2023-03-14,"Report without recommendation pursuant to s. 227.26 (2)(h), Wisconsin Statutes",138,4
sb0005,2023,RS,Sen.,2023-03-14,Available for scheduling,,5
sb0005,2023,RS,Sen.,2023-03-20,Placed on calendar 3-22-2023 pursuant to Senate Rule 18(1),147,6
sb0005,2023,RS,Sen.,2023-03-22,Read a second time,152,7
sb0005,2023,RS,Sen.,2023-03-22,"Referred to committee on Administrative Rules, Ayes 20, Noes 11",152,8
sb0005,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,9
sb0006,2023,RS,Sen.,2023-01-27,"Introduced by Senator Wanggaard; 
cosponsored by Representative Nedweski",80,1
sb0006,2023,RS,Sen.,2023-01-27,"Read first time and referred to Committee on Government Operations, Elections and Consumer Protection",80,2
sb0006,2023,RS,Sen.,2023-02-09,Fiscal estimate received,,3
sb0006,2023,RS,Sen.,2023-03-16,Public hearing held,,4
sb0006,2023,RS,Sen.,2023-04-13,Executive action taken,,5
sb0006,2023,RS,Sen.,2023-04-13,"Report passage recommended by Committee on Government Operations, Elections and Consumer Protection, Ayes 5, Noes 0",184,6
sb0006,2023,RS,Sen.,2023-04-13,Available for scheduling,,7
sb0006,2023,RS,Sen.,2023-04-13,Representative O'Connor added as a cosponsor,184,8
sb0006,2023,RS,Sen.,2023-04-17,Placed on calendar 4-19-2023 pursuant to Senate Rule 18(1),191,9
sb0006,2023,RS,Sen.,2023-04-19,Laid on table,197,10
sb0006,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,11
sb0007,2023,RS,Sen.,2023-01-27,"Introduced by Senators Jacque, Ballweg, Cowles, Spreitzer and Wanggaard; 
cosponsored by Representatives Sortwell, Goeben, Shankland, Brandtjen, Brooks, Cabrera, Knodl, Moses, Murphy, Rozar, Subeck, Tittl, Tusler, Wichgers and Vining",80,1
sb0007,2023,RS,Sen.,2023-01-27,Read first time and referred to Committee on Health,80,2
